Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
ORA,Ormat Technologies Inc. Common Stock,$76.02,-0.91,-1.183%,4255847349.00,United States,2004,1278306,Public Utilities,Electric Utilities: Central
ORAN,Orange,$12.45,-0.03,-0.24%,33104070675.00,France,,1124694,Public Utilities,Telecommunications Equipment
PCG,Pacific Gas & Electric Co. Common Stock,$11.26,-0.04,-0.354%,22347539813.00,United States,,37466167,Public Utilities,Power Generation
PEG,Public Service Enterprise Group Incorporated Common Stock,$58.91,0.34,0.581%,29755033873.00,United States,,4571105,Public Utilities,Power Generation
PHI,PLDT Inc. Sponsored ADR,$25.71,-1.03,-3.852%,5554793975.00,Philippines,,538640,Public Utilities,Telecommunications Equipment
PNM,PNM Resources Inc. (Holding Co.) Common Stock,$48.93,0.26,0.534%,4199900385.00,United States,,4215957,Public Utilities,Electric Utilities: Central
PNW,Pinnacle West Capital Corporation Common Stock,$80.79,1.21,1.52%,9104354445.00,United States,,1771658,Public Utilities,Electric Utilities: Central
POR,Portland General Electric Co Common Stock,$47.60,0.41,0.869%,4263802987.00,United States,,2285279,Public Utilities,Electric Utilities: Central
PPL,PPL Corporation Common Stock,$29.59,-0.10,-0.337%,22754259788.00,United States,,15130641,Public Utilities,Electric Utilities: Central
RSG,Republic Services Inc. Common Stock,$96.01,-0.71,-0.734%,30617427031.00,United States,1998,2301737,Public Utilities,Environmental Services
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),$7.85,0.28,3.699%,5365552472.00,Brazil,2002,4495834,Public Utilities,Water Supply
SJI,South Jersey Industries Inc. Common Stock,$22.57,1.06,4.928%,2270901269.00,United States,,7677421,Public Utilities,Oil/Gas Transmission
SKM,SK Telecom Co. Ltd. Common Stock,$25.05,-0.06,-0.239%,16096803423.00,South Korea,,367912,Public Utilities,Telecommunications Equipment
SO,Southern Company (The) Common Stock,$59.70,-0.70,-1.159%,63079596702.00,United States,,8889764,Public Utilities,Electric Utilities: Central
SR,Spire Inc. Common Stock,$73.74,-0.36,-0.486%,3809744138.00,United States,,726401,Public Utilities,Oil/Gas Transmission
SRE,Sempra Energy Common Stock,$128.62,-0.99,-0.764%,38919302524.00,United States,,6081259,Public Utilities,Natural Gas Distribution
SWX,Southwest Gas Holdings Inc. Common Stock (DE),$67.80,0.68,1.013%,3879907613.00,United States,,2982743,Public Utilities,Oil & Gas Production
T,AT&T Inc.,$29.76,-0.25,-0.833%,212440515020.00,United States,,73671697,Public Utilities,Telecommunications Equipment
TAC,TransAlta Corporation Ordinary Shares,$8.92,0.26,3.002%,2407357136.00,Canada,,387921,Public Utilities,Electric Utilities: Central
TDS,Telephone and Data Systems Inc. Common Shares,$22.75,0.08,0.353%,2595424650.00,United States,,3728943,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA Common Stock,$4.85,-0.07,-1.423%,26803190651.00,Spain,1988,1422680,Public Utilities,Telecommunications Equipment
TEO,Telecom Argentina SA,$5.90,0.16,2.787%,2541351852.00,Argentina,,251206,Public Utilities,Telecommunications Equipment
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$12.03,0.28,2.383%,5824487037.00,,2020,636484,Public Utilities,Telecommunications Equipment
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$5.49,-0.02,-0.363%,4794101199.00,Turkey,,146843,Public Utilities,Telecommunications Equipment
TLK,PT Telekomunikasi Indonesia Tbk,$23.73,0.04,0.169%,23507463999.00,Indonesia,,173223,Public Utilities,Telecommunications Equipment
TRGP,Targa Resources Inc. Common Stock,$32.45,0.06,0.185%,7419830283.00,United States,2010,2737751,Public Utilities,Natural Gas Distribution
TRP,TC Energy Corporation Common Stock,$45.67,0.17,0.374%,45212318963.00,Canada,,2487646,Public Utilities,Natural Gas Distribution
TU,Telus Corporation Ordinary Shares,$20.86,-0.03,-0.144%,27055420000.00,Canada,,1500717,Public Utilities,Telecommunications Equipment
UGI,UGI Corporation Common Stock,$41.46,0.83,2.043%,8646643077.00,United States,,4067517,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),$3.67,0.18,5.158%,3993370728.00,Brazil,,2294216,Public Utilities,Oil/Gas Transmission
USM,United States Cellular Corporation Common Stock,$35.58,0.05,0.141%,3062918532.00,United States,1988,264309,Public Utilities,Telecommunications Equipment
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),$8.54,0.12,1.425%,14417007420.00,Brazil,2020,1761994,Public Utilities,Telecommunications Equipment
VST,Vistra Corp. Common Stock,$17.30,0.51,3.038%,8368287008.00,,,8380335,Public Utilities,Electric Utilities: Central
WCN,Waste Connections Inc. Common Shares,$102.87,-0.87,-0.839%,26975916117.00,Canada,,1230577,Public Utilities,Environmental Services
WEC,WEC Energy Group Inc. Common Stock,$88.82,0.78,0.886%,28016895043.00,United States,,4303103,Public Utilities,Power Generation
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,$18.44,0.36,1.991%,7616811851.00,United States,2012,1731486,Public Utilities,Natural Gas Distribution
WM,Waste Management Inc. Common Stock,$121.57,-0.33,-0.271%,51442703888.00,United States,,3643358,Public Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,$22.95,0.19,0.835%,27856489473.00,United States,,11920688,Public Utilities,Natural Gas Distribution
WTRG,Essential Utilities Inc. Common Stock,$42.45,-0.01,-0.024%,10416965154.00,United States,,3395606,Public Utilities,Water Supply
