Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
GMED,Globus Medical Inc. Class A Common Stock,$60.47,0.32,0.532%,6034719208.00,United States,2012,1281411,Health Care,Medical/Dental Instruments
GSK,GlaxoSmithKline PLC Common Stock,$36.63,0.15,0.411%,92144160456.00,United Kingdom,,3714703,Health Care,Major Pharmaceuticals
HAE,Haemonetics Corporation Common Stock,$113.94,0.40,0.352%,5790624270.00,United States,1991,539840,Health Care,Medical/Dental Instruments
HCA,HCA Healthcare Inc. Common Stock,$188.60,0.57,0.303%,64108440500.00,United States,2011,2674027,Health Care,Hospital/Nursing Management
HIMS,Hims & Hers Health Inc. Class A Common Stock,$14.45,-1.56,-9.744%,2743547198.00,,2019,8856843,Health Care,Medical/Nursing Services
HLF,Herbalife Nutrition Ltd. Common Stock,$45.79,0.39,0.859%,5399409173.00,Cayman Islands,2004,2900827,Health Care,Other Pharmaceuticals
HRC,Hill-Rom Holdings Inc Common Stock,$107.55,-0.42,-0.389%,7137238047.00,United States,,956517,Health Care,Medical/Dental Instruments
HUM,Humana Inc. Common Stock,$409.82,2.07,0.508%,52871106470.00,United States,,1923191,Health Care,Medical Specialities
INSP,Inspire Medical Systems Inc. Common Stock,$204.61,3.28,1.629%,5710682696.00,United States,1998,351959,Health Care,Medical/Dental Instruments
IQV,IQVIA Holdings Inc. Common Stock,$188.33,1.83,0.981%,36115501710.00,United States,2013,1090587,Health Care,Biotechnology: Commercial Physical & Biological Resarch
JNJ,Johnson & Johnson Common Stock,$160.04,-0.43,-0.268%,421338359463.00,United States,,14890320,Health Care,Major Pharmaceuticals
LH,Laboratory Corporation of America Holdings Common Stock,$240.22,0.29,0.121%,23445472000.00,United States,,754266,Health Care,Medical Specialities
LLY,Eli Lilly and Company Common Stock,$184.29,0.36,0.196%,176628270963.00,United States,,5974788,Health Care,Major Pharmaceuticals
MCK,McKesson Corporation Common Stock,$189.77,1.78,0.947%,30205203950.00,United States,,2182227,Health Care,Other Pharmaceuticals
MD,Mednax Inc. Common Stock,$27.40,-0.02,-0.073%,2346312306.00,United States,,1751023,Health Care,Hospital/Nursing Management
MDT,Medtronic plc. Ordinary Shares,$116.62,-2.21,-1.86%,157212255417.00,United States,,9590434,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MMM,3M Company Common Stock,$188.71,-2.29,-1.199%,109281961000.00,United States,,6678074,Health Care,Medical/Dental Instruments
MOH,Molina Healthcare Inc Common Stock,$233.17,3.05,1.325%,13523860000.00,United States,2003,719482,Health Care,Medical Specialities
MRK,Merck & Company Inc. Common Stock (new),$77.51,0.24,0.311%,196124767427.00,United States,,52981768,Health Care,Major Pharmaceuticals
MSA,MSA Safety Incorporated Common Stock,$159.50,-4.69,-2.856%,6234728357.00,United States,,348414,Health Care,Industrial Specialties
MYOV,Myovant Sciences Ltd. Common Shares,$24.74,0.60,2.486%,2246377775.00,United States,2016,3291784,Health Care,Major Pharmaceuticals
NUS,Nu Skin Enterprises Inc. Common Stock,$54.34,0.77,1.437%,2762881001.00,United States,1996,2631760,Health Care,Other Pharmaceuticals
NVO,Novo Nordisk A/S Common Stock,$70.35,-0.56,-0.79%,162366981900.00,Denmark,,794882,Health Care,Major Pharmaceuticals
NVRO,Nevro Corp. Common Stock,$142.81,-0.19,-0.133%,4944716848.00,United States,2014,577760,Health Care,Medical/Dental Instruments
NVS,Novartis AG Common Stock,$85.94,0.76,0.892%,193951286805.00,Switzerland,,1341523,Health Care,Major Pharmaceuticals
NVST,Envista Holdings Corporation Common Stock,$41.44,0.78,1.918%,6633812791.00,,2019,1499351,Health Care,Medical/Dental Instruments
NVTA,Invitae Corporation Common Stock,$41.37,1.70,4.285%,8135614247.00,United States,2015,5300561,Health Care,Medical Specialities
OMI,Owens & Minor Inc. Common Stock,$38.47,0.73,1.934%,2827488257.00,United States,,2186844,Health Care,Medical Specialities
OSCR,Oscar Health Inc. Class A Common Stock,$30.68,-0.96,-3.034%,6232403800.00,,2021,1791832,Health Care,Medical Specialities
OSH,Oak Street Health Inc. Common Stock,$55.18,1.34,2.489%,13284445395.00,United States,2020,5203547,Health Care,Medical/Nursing Services
PBH,Prestige Consumer Healthcare Inc. Common Stock,$45.83,-0.13,-0.283%,2285301584.00,United States,2005,892805,Health Care,Major Pharmaceuticals
PEN,Penumbra Inc. Common Stock,$266.78,-11.22,-4.036%,9723782319.00,,2015,703281,Health Care,Medical/Dental Instruments
PFE,Pfizer Inc. Common Stock,$35.53,-0.24,-0.671%,198192168839.00,United States,,48334278,Health Care,Major Pharmaceuticals
PHG,Koninklijke Philips N.V. NY Registry Shares,$57.09,1.09,1.946%,51673774247.00,Netherlands,,452121,Health Care,Medical Electronics
PRGO,Perrigo Company plc Ordinary Shares,$42.65,0.85,2.033%,5676551139.00,United States,,2796908,Health Care,Major Pharmaceuticals
QGEN,Qiagen N.V. Common Shares ,$49.90,1.80,3.742%,11370777670.00,Netherlands,,859728,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RCUS,Arcus Biosciences Inc. Common Stock,$37.07,1.77,5.014%,2627381550.00,,2018,944496,Health Care,Major Pharmaceuticals
RDY,Dr. Reddy's Laboratories Ltd Common Stock,$59.01,1.03,1.776%,9792052424.00,India,,192558,Health Care,Major Pharmaceuticals
RMD,ResMed Inc. Common Stock,$185.60,0.51,0.276%,27006485990.00,United States,,1036653,Health Care,Medical/Dental Instruments
SEM,Select Medical Holdings Corporation Common Stock,$35.08,-1.16,-3.201%,4730141806.00,United States,2009,2021429,Health Care,Hospital/Nursing Management
SGFY,Signify Health Inc. Class A Common Stock,$26.46,-1.07,-3.887%,6186706401.00,,2021,2861628,Health Care,Medical/Nursing Services
SNN,Smith & Nephew SNATS Inc. Common Stock,$37.90,-0.54,-1.405%,16654861389.00,United Kingdom,,496701,Health Care,Industrial Specialties
STE,STERIS plc (Ireland) Ordinary Shares,$187.24,0.24,0.128%,15981376074.00,United States,,1505923,Health Care,Industrial Specialties
SYK,Stryker Corporation Common Stock,$230.00,-0.86,-0.373%,86526216660.00,United States,,2162145,Health Care,Medical/Dental Instruments
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$19.81,0.51,2.642%,62456488915.00,,2018,5190911,Health Care,Major Pharmaceuticals
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,$76.31,-1.79,-2.292%,2919473856.00,Israel,,70177,Health Care,Major Pharmaceuticals
TDOC,Teladoc Health Inc. Common Stock,$190.98,5.55,2.993%,29162645809.00,United States,2015,3748999,Health Care,Medical/Nursing Services
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$11.52,0.11,0.964%,12631816535.00,Israel,,6527964,Health Care,Major Pharmaceuticals
TFX,Teleflex Incorporated Common Stock,$401.08,-5.84,-1.435%,18726348995.00,United States,,327350,Health Care,Medical/Dental Instruments
THC,Tenet Healthcare Corporation Common Stock,$54.18,1.00,1.88%,5753715263.00,United States,,1555705,Health Care,Hospital/Nursing Management
UHS,Universal Health Services Inc. Common Stock,$138.00,-1.27,-0.912%,11742925770.00,United States,,1097990,Health Care,Hospital/Nursing Management
UNH,UnitedHealth Group Incorporated Common Stock (DE),$365.58,3.53,0.975%,345589867714.00,United States,,8470227,Health Care,Medical Specialities
VAR,Varian Medical Systems Inc. Common Stock,$176.45,-0.10,-0.057%,16204958554.00,United States,,1024291,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ZBH,Zimmer Biomet Holdings Inc. Common Stock,$160.16,1.27,0.799%,33290137521.00,United States,,1412176,Health Care,Industrial Specialties
ZTS,Zoetis Inc. Class A Common Stock,$153.12,0.70,0.459%,72780654033.00,United States,2013,4034405,Health Care,Major Pharmaceuticals
